2025-03-17 00:40:37,963 INFO    Thread-48 :14650 [wandb_setup.py:_flush():67] Current SDK version is 0.19.8
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_setup.py:_flush():67] Configure stats pid to 14650
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_setup.py:_flush():67] Loading settings from /home/bhanu/.config/wandb/settings
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_setup.py:_flush():67] Loading settings from /home/bhanu/IITM/Courses/FDL/da6401_assignment1/wandb/settings
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_setup.py:_flush():67] Loading settings from environment variables
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:setup_run_log_directory():647] Logging user logs to /home/bhanu/IITM/Courses/FDL/da6401_assignment1/wandb/run-20250317_004037-g7fitu40/logs/debug.log
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:setup_run_log_directory():648] Logging internal logs to /home/bhanu/IITM/Courses/FDL/da6401_assignment1/wandb/run-20250317_004037-g7fitu40/logs/debug-internal.log
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:init():761] calling init triggers
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:init():766] wandb.init called with sweep_config: {'activation_func': 'tanh', 'batch_size': 128, 'epochs': 10, 'hidden_layer_size': 64, 'hidden_layers': 5, 'learning_rate': 0.0001, 'loss_fn': 'cross_entropy', 'optimizer': 'mgd', 'weight_decay': 0, 'weight_init': 'xavier_init'}
config: {'_wandb': {}}
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:init():784] starting backend
2025-03-17 00:40:37,964 INFO    Thread-48 :14650 [wandb_init.py:init():788] sending inform_init request
2025-03-17 00:40:37,966 INFO    Thread-48 :14650 [backend.py:_multiprocessing_setup():101] multiprocessing start_methods=fork,spawn,forkserver, using: spawn
2025-03-17 00:40:37,967 INFO    Thread-48 :14650 [wandb_init.py:init():798] backend started and connected
2025-03-17 00:40:37,967 INFO    Thread-48 :14650 [wandb_run.py:_config_callback():1261] config_cb None None {'activation_func': 'tanh', 'batch_size': 128, 'epochs': 10, 'hidden_layer_size': 64, 'hidden_layers': 5, 'learning_rate': 0.0001, 'loss_fn': 'cross_entropy', 'optimizer': 'mgd', 'weight_decay': 0, 'weight_init': 'xavier_init'}
2025-03-17 00:40:37,969 INFO    Thread-48 :14650 [wandb_init.py:init():891] updated telemetry
2025-03-17 00:40:37,992 INFO    Thread-48 :14650 [wandb_init.py:init():915] communicating run to backend with 90.0 second timeout
2025-03-17 00:40:38,916 INFO    Thread-48 :14650 [wandb_init.py:init():990] starting run threads in backend
2025-03-17 00:40:39,248 INFO    Thread-48 :14650 [wandb_run.py:_console_start():2375] atexit reg
2025-03-17 00:40:39,248 INFO    Thread-48 :14650 [wandb_run.py:_redirect():2227] redirect: wrap_raw
2025-03-17 00:40:39,248 INFO    Thread-48 :14650 [wandb_run.py:_redirect():2292] Wrapping output streams.
2025-03-17 00:40:39,248 INFO    Thread-48 :14650 [wandb_run.py:_redirect():2315] Redirects installed.
2025-03-17 00:40:39,249 INFO    Thread-48 :14650 [wandb_init.py:init():1032] run started, returning control to user process
2025-03-17 00:41:06,825 INFO    Thread-48 :14650 [wandb_run.py:_finish():2112] finishing run ce21b031/DA6401 - Assignment1/g7fitu40
2025-03-17 00:41:06,826 INFO    Thread-48 :14650 [wandb_run.py:_atexit_cleanup():2340] got exitcode: 0
2025-03-17 00:41:06,826 INFO    Thread-48 :14650 [wandb_run.py:_restore():2322] restore
2025-03-17 00:41:06,826 INFO    Thread-48 :14650 [wandb_run.py:_restore():2328] restore done
2025-03-17 00:41:08,758 INFO    Thread-48 :14650 [wandb_run.py:_footer_history_summary_info():3956] rendering history
2025-03-17 00:41:08,759 INFO    Thread-48 :14650 [wandb_run.py:_footer_history_summary_info():3988] rendering summary
2025-03-17 00:41:08,769 INFO    Thread-48 :14650 [wandb_run.py:_footer_sync_info():3917] logging synced files
